SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Affinity,Group,Total_BM
85J0742,49.98,1.431,11.13,11.53,0.19,1.73,6.29,4.11,1.41,0.257,<0.002,2.44,4.19,11.8,99.84,310,100.4,4.4,52,0.3,2813.8,>10000,6,<0.1,0.1,0.04,<0.1,<0.5,23,1.5,19.9,30,21,67.2,0.4,<1,78.1,0.1,17,<1,0.2,4.9,0.3,0.8,7.1,48.3,149.6,6.4,21.6,3.4,17.2,5.9,1.7,7.4,1.4,9,1.9,5.5,0.9,6.1,0.9,0.8,THOL,Mafic ,156.8
SAS-400-U243 117.0M,53.88,1.524,11.64,10.53,0.17,1.23,5.12,4.74,1.14,0.704,<0.002,2.74,0.22,9.2,99.85,103,22.1,1.4,182,<0.1,47.6,25.3,0.8,<0.1,0.6,0.1,<0.1,0.6,15,3.5,15.4,31,26,134,0.6,<1,7.9,0.9,21.1,<1,0.2,4.9,0.6,1,9.8,62.9,168.6,9.8,29.7,4.8,26.7,8,2.7,10.6,1.9,10.9,2.4,7,1,6.5,1,0.7,THOL,Mafic ,205.5
SAS 505-340 44.3M,46.54,1.296,9.83,13.92,0.41,1.63,8.33,1.45,1.05,0.612,<0.002,4.15,0.11,14.8,99.85,181,8.5,0.6,120,<0.1,5.7,6.9,0.7,<0.1,0.1,<0.01,<0.1,<0.5,10,1.8,12.5,28,29.4,176.9,1.2,1,0.9,0.4,17.4,<1,0.2,4.1,0.4,0.7,7.2,57.6,144.9,9.3,29.2,4.3,24.1,7.6,2.6,9.9,1.8,10.6,2.3,6.5,1,6.1,1,0.6,THOL,Mafic ,129.1
93D0226,54.82,1.519,11.42,17.08,0.26,2.26,5.24,2.21,0.1,0.644,<0.002,0.51,0.13,4.3,99.82,96,29.3,1.3,174,<0.1,<0.5,1,<0.1,<0.1,<0.1,<0.01,<0.1,1.1,25,4.7,24.5,32,5.2,111.3,0.5,2,0.5,0.4,22.6,<1,0.3,5.3,0.5,0.7,8,69.5,160,10.2,30.4,5,26.8,8.1,2.8,10.7,2,11.8,2.6,7.5,1.1,7.1,1.1,0.5,THOL,Mafic ,204.6
SAS-400-U243 96.5M,54.64,1.224,9.2,13.85,0.24,1.27,7.18,4,0.04,0.563,<0.002,2.05,0.6,7.7,99.87,24,16.2,2,84,<0.1,194.8,3.2,1.2,<0.1,0.2,0.01,<0.1,0.5,13,3.1,12.1,25,0.6,225.6,<0.1,1,29.6,1.8,18.3,<1,0.2,4.3,0.5,0.7,8.8,54.4,137.7,8.6,25.8,4,21.7,6.7,2.2,9,1.6,9.6,2.1,6,0.9,5.7,0.9,0.6,THOL,Mafic ,102.2
83J0275,53.61,1.53,11.09,19.49,0.11,1.59,3.46,3.5,0.1,0.668,0.003,0.02,1.6,3.2,98.31,46,>10000,2.8,162,23.8,1163,8.7,0.3,5.4,2.3,0.18,<0.1,8.1,23,22.8,24.4,33,3,328.8,0.6,3,8.7,36.3,18.7,<1,1.3,5.4,0.5,0.6,8.6,69.1,168.3,8.1,23.2,3.9,21.6,7.7,2,10.8,1.9,12.1,2.6,7.4,1,6.4,1,0.9,THOL,Mafic ,10164.8
83J0523,52.5,1.783,12.51,19.01,0.3,3.84,4.89,2.94,0.57,0.198,<0.002,<0.02,0.02,1.2,99.78,131,42.8,0.7,93,<0.1,3.7,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,207,2.2,40.9,39,20.2,112.5,0.3,<1,<0.5,0.5,20.7,<1,0.2,4.6,0.4,0.9,6.6,51.5,158,8.4,22.8,3.5,18.6,5.3,1.7,7.3,1.3,8.6,1.9,5.7,0.8,5.6,0.8,1,THOL,Mafic ,136.5
MON044,49.52,1.78,12.37,7.02,0.1,3.29,8.28,4.43,1.25,0.267,<0.002,3.09,0.22,11.4,99.74,344,1.9,1.4,18,<0.1,<0.5,11,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,348,16.6,15.3,39,33.6,348.8,0.4,<1,9.8,0.2,23,2,0.6,5.2,0.6,2.4,13.6,68.4,169.6,15.8,49.6,7.8,37.7,9.9,1.5,12.1,2.1,12.3,2.6,7.8,1.1,6.7,1,0.5,THOL,Mafic ,21.3
85J0105,53.59,1.717,11.75,17.75,0.28,2.91,6.28,3.52,0.76,0.25,<0.002,<0.02,0.34,1,99.84,71,76.7,1,88,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.1,0.7,37,0.6,25.8,30,21.7,166.7,2.6,2,<0.5,1,23.7,<1,0.2,5.8,0.7,0.9,9.2,59.1,184.8,15.1,37,5.3,25.3,7.2,2.4,9.1,1.7,10.1,2.2,6.5,1,6.5,1,0.7,THOL,Mafic ,165.7
92J0324,58.31,1.788,11.63,15.05,0.07,4.36,1.13,2.07,0.51,0.014,<0.002,0.17,2.24,4.6,99.52,40,2145.2,2,97,0.7,15.9,0.6,<0.1,1.4,0.2,0.01,<0.1,1,95,12,190.7,29,11.4,18.2,0.3,2,1.7,0.1,20.6,<1,0.5,7.3,0.5,0.4,5.7,51.4,242.5,2.9,6.9,0.8,3.8,1.7,0.6,4.4,1,7.4,1.7,5.5,0.9,6.1,1.1,0.4,THOL,Mafic ,2244.2
TB09038,44.79,2.207,13.24,17.26,0.23,5.69,5.77,1.19,0.95,0.434,0.019,1.15,<0.02,7.9,99.73,224,52.7,2.5,152,<0.1,0.8,2.1,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,209,67.9,45.1,35,20.6,64.6,0.3,2,<0.5,0.4,17.6,<1,0.3,6.3,0.6,1.7,8.2,42.6,246.9,11.3,29.6,4.2,20.3,5.8,1.9,7.5,1.3,7.9,1.7,4.9,0.7,4.8,0.8,1.1,THOL,Mafic ,207.2
TI1842_1,42.7,1.871,11.22,14.58,0.17,4.53,9.88,0.22,1.86,0.33,0.015,2.59,0.21,12.3,99.73,510,49,2.4,178,<0.1,2.7,1.4,<0.1,0.2,0.2,<0.01,<0.1,0.5,262,58.6,49.7,38,50,104.1,0.5,2,3.2,0.5,16.1,2,0.3,4.3,0.4,0.7,6.5,39.1,176.8,9.2,24.4,3.4,16.4,4.5,1.6,5.7,1.1,6.5,1.4,4.1,0.6,3.9,0.6,0.8,THOL,Mafic ,229.4
KID094,47.52,2.276,13.58,15.76,0.28,5.39,8.79,2.12,0.55,0.349,0.02,0.17,0.2,3.1,99.71,287,47.1,1.2,110,<0.1,1,1.3,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,359,47,56.2,47,10.1,149.9,0.3,1,<0.5,0.5,19.4,<1,0.3,5.9,0.4,1.1,6.9,44.2,203,10.5,29.4,4.1,20.5,5.3,1.9,7,1.2,7.7,1.7,4.8,0.7,4.8,0.7,0.9,THOL,Mafic ,158.3
85J0797,51.29,2.037,11.49,18.77,0.21,2.32,3.58,4.66,0.12,0.615,<0.002,1.04,<0.02,4.7,99.84,57,0.8,0.7,103,<0.1,2.1,30,0.6,<0.1,<0.1,<0.01,<0.1,<0.5,22,3.3,18.9,31,3,103.9,0.3,<1,<0.5,0.4,20.5,1,0.2,5.1,0.5,0.4,10.5,47.6,192.7,9.5,27.5,3.9,20.2,6.4,2.5,8.2,1.5,9,2,5.2,0.9,5.7,0.9,1,THOL,Mafic ,104.5
J01E,61.39,2.008,11.32,11.6,0.17,1.88,4.99,4.18,0.15,0.559,<0.002,0.11,0.31,1.6,99.83,78,17.8,2,61,<0.1,<0.5,0.8,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,125,3,19.5,38,6.7,102.5,0.5,1,<0.5,0.3,18.1,<1,0.2,6.1,0.5,0.7,7.4,59,226.1,8.5,25.5,4,21.5,6.7,2.5,8.9,1.6,10.1,2.1,6.3,1,6.3,1,0.7,THOL,Mafic ,80.8
TI1644,48.9,2.286,11.04,17.06,0.24,3.46,7.59,1.65,0.02,0.306,0.009,1.19,0.17,7.2,99.78,37,49.1,4,160,<0.1,0.5,<0.5,<0.1,<0.1,0.3,<0.01,<0.1,<0.5,335,46.1,41.7,37,0.6,167.7,0.7,2,<0.5,0.7,19,<1,0.6,8.9,0.8,2.4,11.2,64.9,322.1,15.5,40.4,5.8,27.4,7.4,2.1,9.5,1.8,11.4,2.4,7,1.1,7.3,1.1,0.7,THOL,Mafic ,213.1
85J0604,45.13,0.41,11.6,11.2,0.23,14.95,9.86,0.96,2.88,0.04,0.184,0.13,<0.02,2.1,99.61,486,3.1,0.5,38,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,0.3,<0.5,140,213.3,83.8,25,69.4,220.2,4.3,<1,<0.5,0.1,10.1,<1,<0.1,1.3,0.1,<0.2,1.9,14.8,44.5,2.5,7.1,1.1,4.7,1.6,0.6,1.9,0.4,2.4,0.5,1.6,0.2,1.6,0.2,2.2,THOL,Komatiite suite,41.6
73J1168,45.8,0.634,11.58,12.11,0.17,14.46,8.95,1.33,0.07,0.051,0.232,0.04,0.04,4.2,99.66,23,66.4,1.2,42,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,223,375.8,68.4,37,2,74.6,0.2,<1,<0.5,0.1,11.8,<1,<0.1,1.1,<0.1,<0.2,1.6,13.8,35.4,2.2,5.6,0.9,4.3,1.5,0.5,2,0.4,2.4,0.5,1.6,0.3,1.5,0.3,0.8,THOL,Komatiite suite,109.6
00-CMV-703-A,51.9,0.399,8.04,8.68,0.32,7.11,10.37,0.57,0.02,0.046,0.46,2.27,0.07,11.6,99.78,3,63.7,1,64,<0.1,<0.5,90.9,<0.1,<0.1,<0.1,<0.01,<0.1,0.7,176,2092.6,140.9,29,0.6,84,0.6,<1,<0.5,0.6,8.9,<1,0.2,0.6,<0.1,<0.2,0.7,9.6,20.4,1.1,2.8,0.5,2.6,0.9,0.3,1.3,0.2,1.5,0.3,1,0.2,1,0.2,0.6,THOL,Komatiite suite,128.7
04-MGH-0282-B,51.02,0.163,4.05,9.27,0.09,23.43,5.08,0.04,<0.01,0.023,0.307,0.05,<0.02,5.9,99.56,5,6.7,0.4,15,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,86,391.4,91.9,16,0.4,2.3,<0.1,<1,<0.5,<0.1,4.7,<1,<0.1,0.3,<0.1,<0.2,0.5,3.4,12.7,0.6,1.6,0.2,1.1,0.3,0,0.5,0.1,0.6,0.1,0.4,0.1,0.4,0.1,0.8,THOL,Komatiite suite,22.1
07-MGH-329-A1,41.52,0.226,4.82,9.52,0.14,30.16,3.96,0.18,0.01,0.02,0.299,0.16,0.02,8.4,99.44,3,45.3,1.1,23,<0.1,26.5,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,113,1141.3,100,19,0.7,12.6,0.2,<1,<0.5,0.2,5.5,<1,<0.1,0.3,<0.1,<0.2,0.3,5.4,11.1,0.3,1.1,0.2,1.2,0.4,0.2,0.7,0.1,1,0.2,0.6,0.1,0.6,0.1,1.1,THOL,Komatiite suite,69.4
76J0294,33.39,0.263,5.09,8.38,0.13,18.03,6.43,0.04,1,0.014,0.268,7,<0.02,26.5,99.63,44,23.2,1.5,54,0.1,<0.5,1.3,6,<0.1,0.1,0.02,<0.1,<0.5,105,781.1,61.2,19,31.7,130.3,1.4,<1,<0.5,<0.1,5.5,<1,<0.1,0.4,<0.1,<0.2,0.2,5.4,12.3,0.2,0.7,0.1,0.8,0.4,0.2,0.7,0.1,0.9,0.2,0.5,0.1,0.6,0.1,0.4,THOL,Komatiite suite,78.7
76J0551,42.68,0.44,8.13,10.87,0.14,20.32,5.05,0.02,0.05,0.05,0.326,1.38,<0.02,11.4,99.58,16,78.2,1.1,40,<0.1,<0.5,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,167,443.7,82,27,3.5,119.4,1.2,<1,<0.5,<0.1,9.7,<1,<0.1,0.7,<0.1,<0.2,1.1,10.5,25.2,1.7,4.1,0.6,2.9,1,0.3,1.5,0.3,1.8,0.4,1.1,0.2,1.1,0.2,0.8,THOL,Komatiite suite,119.3
76J0751,46.93,0.437,6.32,12.32,0.18,18.65,9.25,0.24,0.05,0.043,0.907,0.03,0.05,4.2,99.61,3,20.2,1,12,<0.1,1.4,<0.5,<0.1,<0.1,0.2,<0.01,<0.1,0.9,163,375.5,104.7,33,0.9,9.9,0.2,<1,<0.5,0.2,7.5,<1,<0.1,0.7,<0.1,<0.2,0.9,7.9,22.5,0.8,2.6,0.5,2.3,1,0.3,1.3,0.2,1.5,0.3,0.8,0.1,0.8,0.1,1.2,THOL,Komatiite suite,33.2
76J0893,39.5,0.277,5.61,8.06,0.12,15.3,4.68,1.25,1.02,0.006,0.252,6.43,0.1,23.4,99.6,590,20.9,10.6,41,<0.1,<0.5,369.3,1.5,0.1,<0.1,<0.01,<0.1,0.5,119,676.6,61.5,19,21.5,136.4,0.7,<1,3,9.7,6.1,<1,<0.1,0.5,<0.1,<0.2,0.3,6.1,13.7,0.7,1.8,0.3,1.3,0.5,0.2,0.8,0.2,1,0.2,0.7,0.1,0.7,0.1,0.8,THOL,Komatiite suite,72.5
85J0657,37.97,0.354,6.55,8.5,0.13,14.97,7.06,0.08,1.32,0.063,0.228,5.71,<0.02,22.3,99.65,197,3.5,0.4,26,<0.1,<0.5,60.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,112,534,72.2,20,22.6,172,0.1,<1,<0.5,<0.1,8.2,<1,<0.1,0.5,<0.1,<0.2,1,7.2,20.9,2.9,6.1,1,4.5,1.1,0.5,1.2,0.2,1.2,0.2,0.7,0.1,0.7,0.1,0.8,THOL,Komatiite suite,29.9
85J0682,33.08,0.482,8.97,9.95,0.16,12.42,7.65,0.15,2.73,<0.001,0.206,6.32,0.03,23.8,99.67,289,44.8,2,50,<0.1,1.5,47.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,165,523.3,64.6,27,65.2,305.2,0.6,<1,1.7,0.3,9,<1,<0.1,0.5,<0.1,<0.2,0.6,8,24.3,1,2.9,0.4,2.3,0.7,0.3,1,0.2,1.3,0.3,0.8,0.1,0.8,0.1,2.1,THOL,Komatiite suite,96.8
85J0689,22.85,0.346,6.46,8.88,0.27,9.66,19.19,0.19,2.38,0.023,0.414,7.92,0.13,28.9,99.65,695,36.1,4.7,42,<0.1,<0.5,300.4,0.2,0.1,<0.1,<0.01,<0.1,<0.5,151,830.5,83,26,62.2,350.6,0.6,<1,2.2,0.1,7.2,<1,<0.1,0.3,<0.1,<0.2,0.6,8.5,15.6,0.5,1.2,0.2,1.3,0.6,0.2,1,0.2,1.4,0.3,1,0.2,0.9,0.1,1.1,THOL,Komatiite suite,82.8
85J0690,10.78,0.3,4.92,10.26,0.46,7.34,29.36,0.16,1.38,0.02,0.257,8.55,0.76,32.9,97.9,567,240,3,60,< 0.5,,86,< 0.5,< 0.4,,,< 0.1,,118,,76,23,31,191,< 0.5,< 1,3,< 2,5,< 1,< 0.1,0.4,< 0.1,0.2,< 1,10,19,12.4,19.1,1.7,5.4,0.8,0.2,1,0.2,1.2,0.3,0.8,0.1,0.8,0.1,,THOL,Komatiite suite,303
85J0748,24.63,0.204,3.33,6.81,0.23,15.58,17.89,0.03,<0.01,0.002,0.233,8.01,0.03,30.6,99.68,7,17.9,1.2,27,<0.1,13.7,685,24.5,<0.1,<0.1,0.03,<0.1,0.8,88,830.8,61,14,0.2,233.1,<0.1,<1,2.9,<0.1,4.5,<1,<0.1,<0.1,<0.1,<0.2,0.3,4.5,9.3,1,2.1,0.3,1.6,0.6,0.3,0.7,0.1,0.9,0.2,0.5,0.1,0.4,0.1,0.4,THOL,Komatiite suite,46.1
85J0755,35.6,0.388,7.93,11.84,0.2,11.08,7.58,0.11,2.37,0.032,0.389,5.89,0.1,21.9,99.53,924,64.2,3,77,<0.1,12.2,2239.5,5.6,<0.1,<0.1,<0.01,<0.1,<0.5,163,1235.6,92.4,29,64.4,804,0.9,<1,3,0.2,9.3,<1,<0.1,0.6,<0.1,<0.2,0.6,9.6,21.4,1.1,2.9,0.4,1.9,0.8,0.3,1.3,0.3,1.6,0.4,1,0.2,1,0.2,0.3,THOL,Komatiite suite,144.2
85J0794,33.81,0.234,4.85,8.48,0.17,17.43,5.76,0.01,1.63,0.007,0.264,6.87,<0.02,26.8,99.59,159,19,2.5,28,<0.1,3.3,2.7,0.4,0.1,<0.1,<0.01,<0.1,<0.5,96,759.5,66.9,17,39.7,281.8,0.8,<1,0.6,<0.1,5.2,<1,<0.1,0.2,<0.1,<0.2,0.4,5.6,11.1,0.4,1.1,0.2,1.1,0.5,0.2,0.7,0.2,1,0.2,0.6,0.1,0.7,0.1,1.9,THOL,Komatiite suite,49.5
85J0815,24.44,0.264,4.63,8.18,0.44,9.93,19.5,2.16,0.23,0.02,0.243,7.49,0.12,29.2,99,59,40,3,60,< 0.5,,573,20.9,< 0.4,,,< 0.1,,110,,55,17,12,160,1.2,< 1,3,< 2,5,< 1,< 0.1,0.4,< 0.1,< 0.1,< 1,7,16,0.5,1.3,0.2,1.2,0.5,0.2,0.9,0.2,1,0.2,0.6,0.1,0.6,0.1,,THOL,Komatiite suite,103
85J0821,33.84,0.276,5.42,8.46,0.12,18.02,6.17,0.27,1.17,0.025,0.248,6.71,<0.02,25.5,99.6,381,26.2,3.2,76,<0.1,<0.5,1.4,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,130,657.9,71.1,19,36.2,198.5,1,<1,4.9,6.7,7.3,<1,0.1,0.5,<0.1,0.5,0.5,7,18.8,2.2,5,0.7,3,0.9,0.3,1.1,0.2,1.2,0.2,0.7,0.1,0.7,0.1,1,THOL,Komatiite suite,105.4
E376308,27.98,0.334,5.44,9.33,0.25,12.63,16.78,0.94,0.03,0.027,0.253,6.41,0.06,25.7,99.75,29,61.9,1.7,47,<0.1,0.7,17,<0.1,<0.1,0.1,<0.01,<0.1,<0.5,135,344.9,47,20,0.9,119.1,0.4,<1,<0.5,<0.1,6.4,<1,<0.1,0.5,<0.1,<0.2,0.7,7.2,16.8,0.8,2.5,0.4,2.2,0.7,0.4,1.1,0.2,1.3,0.3,0.7,0.1,0.7,0.1,,THOL,Komatiite suite,110.6
E376384,34.56,0.39,5.62,7.84,0.23,12.16,13.42,0.06,0.87,0.044,0.23,6.29,0.04,24.2,99.72,93,128.8,1.8,22,<0.1,0.8,831,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,122,587.1,64.8,23,17.1,161.1,<0.1,<1,7.4,0.5,8.3,<1,<0.1,0.8,<0.1,<0.2,0.6,8,21.7,1.2,3.1,0.5,2.6,0.9,0.4,1.3,0.2,1.3,0.3,0.9,0.1,0.8,0.1,,THOL,Komatiite suite,152.6
E376391,29.77,0.469,6.37,11.27,0.2,14.42,8.23,0.82,1.25,0.045,0.213,7.38,0.03,26.6,99.7,86,79.7,1.8,52,<0.1,2.5,11,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,140,364.6,63.4,27,25.9,119.2,<0.1,<1,7,0.1,8.3,<1,<0.1,0.9,0.1,<0.2,0.8,8.1,23.9,0.9,2.4,0.4,2.8,0.8,0.4,1.5,0.2,1.4,0.3,1,0.1,0.8,0.1,,THOL,Komatiite suite,133.5
E376450,37.79,0.308,4.95,9.89,0.12,18.71,4.94,0.51,0.04,0.017,0.284,5.57,0.42,21.9,99.66,10,51.4,0.8,41,<0.1,1.5,2,<0.1,<0.1,<0.1,<0.01,<0.1,0.6,124,744.6,85.5,19,1,82.4,0.2,<1,1.1,<0.1,6.2,<1,<0.1,0.4,<0.1,<0.2,0.7,3.6,16.3,0.3,0.9,0.2,0.9,0.4,0.2,0.6,0.1,0.7,0.1,0.4,0.1,0.4,0.1,,THOL,Komatiite suite,93.2
GOL021,29.87,0.282,5.58,9.1,0.15,18.98,7.4,0.1,0.61,0.011,0.268,7.31,0.27,27.2,99.64,100,52.9,0.7,25,<0.1,7.3,724.7,2.8,<0.1,<0.1,<0.01,<0.1,<0.5,119,836.9,77,21,12.3,96.7,0.2,<1,11.8,<0.1,6.2,<1,<0.1,0.4,<0.1,<0.2,0.5,6.2,14.1,0.5,1.5,0.2,1.3,0.5,0.2,0.9,0.2,1.1,0.2,0.7,0.1,0.7,0.1,0.7,THOL,Komatiite suite,78.6
GOL031,36.76,0.341,4.92,11.43,0.17,20.44,7.43,0.03,<0.01,0.015,0.283,3.94,1.12,17.6,99.57,3,362.4,0.8,37,0.3,384.9,43.2,<0.1,0.3,<0.1,0.02,<0.1,0.9,120,415.3,96.2,20,0.2,83.1,<0.1,<1,4,0.2,6.7,<1,<0.1,0.6,<0.1,<0.2,0.8,6.3,17.5,0.8,2.3,0.4,1.8,0.7,0.2,1,0.2,1.1,0.2,0.7,0.1,0.6,0.1,0.7,THOL,Komatiite suite,400.2
GOL039,38.16,0.316,4.83,10.48,0.18,24.17,7.08,0.01,<0.01,0.015,0.303,2.15,0.16,13.8,99.56,2,69,1,7,<0.1,1,5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,122,298.8,94,20,0.2,63,0.1,<1,0.6,<0.1,6.5,<1,<0.1,0.6,<0.1,<0.2,0.3,6.9,14.9,0.5,1.9,0.3,2,0.7,0.4,1.1,0.2,1.3,0.3,0.7,0.1,0.6,0.1,1,THOL,Komatiite suite,77
GOL143,35.11,0.489,7.66,12.33,0.21,19.23,9.78,<0.01,<0.01,0.033,0.273,2.13,<0.02,14.4,99.63,2,28.2,0.9,30,<0.1,2.8,0.7,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,194,148.8,76.6,30,0.2,110.5,0.2,<1,1.4,<0.1,10.2,<1,<0.1,0.8,<0.1,<0.2,1.1,10.9,25.1,1,3.3,0.6,3.7,1.3,0.5,1.9,0.4,2.1,0.4,1.2,0.2,1.1,0.2,1.3,THOL,Komatiite suite,59.1
GOL155,36.32,0.461,8.54,8.82,0.21,9.03,12.88,0.28,1.88,0.032,0.187,5.52,0.2,21.1,99.79,134,56.5,1.8,54,<0.1,5.1,473.6,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,171,582.7,66.9,25,44.7,95.8,0.9,<1,18.5,0.1,9.9,<1,<0.1,0.9,<0.1,<0.2,0.9,9.9,27.6,1.1,3.2,0.5,2.8,1,0.4,1.4,0.3,1.7,0.4,1.1,0.2,1,0.2,1.4,THOL,Komatiite suite,112.3
GOL156,35.59,0.328,5.77,9.88,0.16,18.68,5.43,0.04,<0.01,0.012,0.249,5.7,0.05,23.4,99.66,4,36.2,0.7,36,<0.1,2,510.3,1,<0.1,<0.1,<0.01,<0.1,<0.5,127,687.6,80.1,22,0.5,57.5,0.2,<1,1.6,<0.1,6.3,<1,<0.1,0.4,<0.1,<0.2,0.5,6.5,15.8,0.5,1.6,0.3,1.6,0.6,0.2,1,0.2,1.2,0.3,0.7,0.1,0.7,0.1,1.1,THOL,Komatiite suite,72.9
GOL180,35.77,0.325,4.7,9.82,0.15,21.76,5.93,0.02,<0.01,0.02,0.278,4.64,<0.02,20.6,99.54,42,60.5,0.7,15,<0.1,1.1,1.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,135,300,88.9,18,<0.1,47.8,<0.1,<1,3.1,<0.1,6.8,<1,<0.1,0.4,<0.1,<0.2,0.6,6.3,15.5,0.7,2.1,0.4,1.6,0.6,0.3,1,0.2,1.2,0.3,0.7,0.1,0.6,0.1,0.9,THOL,Komatiite suite,76.2
GOL196,43.31,0.44,7.95,13.21,0.2,18.24,9.57,0.61,0.27,0.02,0.374,0.32,0.23,5.3,99.6,20,61.2,0.2,45,<0.1,3.6,2,0.2,0.5,<0.1,0.01,<0.1,<0.5,195,401.9,82.3,29,11.9,26.8,0.7,<1,1.1,<0.1,8.5,<1,<0.1,0.7,<0.1,<0.2,0.7,9.6,20.7,0.8,2.7,0.4,2.5,0.9,0.4,1.4,0.3,1.6,0.4,1.1,0.2,0.9,0.1,1.4,THOL,Komatiite suite,106.4
GOL202,42.85,0.367,5.11,11.37,0.19,25.06,6.42,0.13,0.05,0.021,0.309,0.17,0.07,7.5,99.5,5,59.1,0.3,21,<0.1,1.4,56.8,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,150,1178.4,99.8,20,2.2,22,1.1,<1,1,<0.1,7.1,<1,<0.1,0.8,<0.1,<0.2,0.7,7,32.8,0.9,2.5,0.4,2.1,0.8,0.3,1.1,0.2,1.2,0.3,0.8,0.1,0.7,0.1,1.3,THOL,Komatiite suite,80.4
GOL220,39.04,0.305,4.52,9.83,0.2,21.82,7.29,0.33,<0.01,0.02,0.271,2.98,<0.02,15.8,99.57,2,35.8,0.5,22,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,124,308.6,100.7,17,<0.1,59.8,0.1,<1,3.2,<0.1,6.5,<1,<0.1,0.5,<0.1,<0.2,0.5,4.8,15.1,0.4,1.2,0.2,1,0.5,0.2,0.8,0.1,0.9,0.2,0.5,0.1,0.5,0.1,1.1,THOL,Komatiite suite,58.3
HD-09-30 27.3M,24.64,0.168,3.48,5.29,0.15,12.2,20.13,0.04,3.03,0.004,0.19,8.43,0.37,30.3,99.68,32,12.6,5.1,31,<0.1,162.2,27.6,0.4,<0.1,<0.1,0.03,<0.1,<0.5,220,586.1,53.9,13,35.9,477.6,0.3,<1,4.4,1.1,6.3,7,0.4,0.3,<0.1,<0.2,0.3,6.9,9.5,0.7,1.4,0.2,1.1,0.4,0.2,0.8,0.1,0.8,0.2,0.6,0.1,0.5,0.1,0.5,THOL,Komatiite suite,48.7
HD-09-30 43.5M,37.99,0.314,5.38,9.79,0.16,23.01,6.64,0.8,0.05,0.021,0.297,2.72,0.34,14.9,99.5,358,55.5,0.9,15,<0.1,33.3,2.6,<0.1,0.3,<0.1,<0.01,<0.1,<0.5,136,424.7,91.8,21,2.1,152.6,1.1,<1,0.8,2.1,7.1,<1,<0.1,0.6,<0.1,<0.2,0.4,6.8,16.6,1.7,3.5,0.5,2.3,0.8,0.3,1.1,0.2,1.1,0.3,0.7,0.1,0.7,0.1,0.5,THOL,Komatiite suite,71.4
KL0265 37.2M,44.33,0.422,7.47,10.74,0.2,21.19,8.43,0.07,0.03,0.051,0.303,0.1,<0.02,6.2,99.61,11,43.2,0.3,51,<0.1,<0.5,11.7,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,143,711.1,82.8,27,0.5,14.1,0.4,<1,<0.5,<0.1,6.8,<1,<0.1,0.8,<0.1,<0.2,1.2,10.1,28.1,1.8,5,0.7,3.5,1.1,0.3,1.5,0.3,1.9,0.4,1.3,0.2,1.2,0.2,0.5,THOL,Komatiite suite,94.5
KL1037 78.0M,39.64,0.532,10.02,12.74,0.14,22.24,3.47,0.01,<0.01,0.038,0.361,0.7,<0.02,10.2,99.55,3,45.4,0.1,43,0.1,<0.5,0.8,<0.1,<0.1,<0.1,0.01,<0.1,<0.5,198,424.9,89.5,33,0.8,67,0.7,<1,2,<0.1,11.2,<1,<0.1,0.9,<0.1,<0.2,0.9,11.3,28.6,0.9,2.4,0.4,2.6,0.9,0.2,1.3,0.3,1.7,0.5,1.2,0.2,1.1,0.2,0.5,THOL,Komatiite suite,88.5
