SampleID,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Cr2O3,Total C,Total S,LOI,Sum,Ba,Cu,Pb,Zn,Ag,Au,As,Sb,Bi,Cd,Hg,Tl,Se,V,Ni,Ni,Co,Sc,Rb,Sr,Cs,Sn,W,Mo,Ga,Be,U,Hf,Ta,Th,Nb,Y,Zr,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Wgt,Al2O3/TiO2,Zr/Al2O3,Zr/TiO2,Zr/Y,Zr/Nb,Nb/Y,Th/Yb,(La/Yb)n,(Th/Nb)n,,Affinity,Chemical group,Ishikawa Index,Chlorite Index ,Na2O+CaO,K2O/(K2O+Na2O+CaO),Na2O/(Na2O+K2O),ACN Index,S+C,S/(S+C) (x100),Total BM,Jensen group ,Cat% Al,Cat% Fe+Ti,Cat% Mg,FeO,Cat Al,Cat Fe,Cat Ti,Cat Mg
BLH-22,46.63,0.799,11.38,9.58,0.16,11.12,10.71,1.71,3.38,0.815,0.077,0.22,0.02,3.0,99.39,1480,84.4,17.1,77,<0.1,<0.5,1,<0.1,0.2,<0.1,<0.01,0.2,<0.5,192,207,153.4,45.1,31,91.7,896.5,1.9,1,<0.5,<0.1,12.8,2,2.1,5.2,0.4,7.3,6.8,27.5,190.4,63.7,144.9,17.7,71.2,13.0,3.2,9.4,1.2,5.6,0.9,2.2,0.3,2.0,0.3,0.9,14.2,16.7,238,6.9,28.0,0.2,3.6,22.7,9.0,,ALK,Mafic,53.9,61.4,12.4,21.4,33.6,0.9,0.2,8.3,178.5,Mg mafic,35.5,20.7,43.9,8.62,22.3,12.0,1.00,27.6
KL0242 9.9M,36.98,0.897,9.23,10.69,0.20,8.33,10.67,1.51,3.45,0.674,0.037,4.29,0.20,16.9,99.54,1219,93.4,6.9,48,<0.1,4.1,2.5,0.4,0.1,0.1,<0.01,<0.1,<0.5,223,43,41.3,32.2,33,50.3,654.6,1.2,2,8.2,1.3,10.6,<1,1.3,3.5,0.1,8.7,4.0,23.8,109.5,61.8,150.7,18.6,79.6,15.2,3.7,10.9,1.3,6.1,0.9,2.2,0.3,1.7,0.3,0.6,10.3,11.9,122,4.6,27.4,0.2,5.1,26.1,18.2,,ALK,Mafic,49.2,59.3,12.2,22.1,30.4,0.8,4.5,4.5,148.3,Mg mafic,34.0,27.2,38.8,9.62,18.1,13.4,1.12,20.7
KL0416 14FT,47.41,0.913,13.28,7.72,0.13,7.58,5.95,3.27,2.23,0.374,0.019,2.24,<0.02,10.8,99.72,388,55.3,1.9,79,<0.1,<0.5,0.8,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,146,45,43.2,22.3,17,61.6,274.4,1.9,2,0.9,0.2,13.7,1,1.4,4.1,0.3,5.5,5.6,21.7,145.1,31.0,71.1,8.2,33.7,6.8,1.8,5.5,0.8,4.4,0.9,2.5,0.4,2.3,0.4,0.6,14.5,10.9,159,6.7,25.9,0.3,2.4,9.7,8.2,,ALK,Mafic,51.6,61.2,9.2,19.5,59.5,1.4,2.3,0.4,136.2,Mg mafic,46.8,19.4,33.8,6.95,26.0,9.7,1.14,18.8
KL0421 18FT,50.24,0.730,11.74,7.51,0.14,5.19,7.06,2.97,2.06,0.494,0.024,2.74,0.06,11.5,99.62,1503,97.8,3.9,46,<0.1,4.1,2,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,141,41,33.3,28.3,20,66.6,381.8,3.2,1,1.5,<0.1,11.5,1,2.0,3.5,0.2,7.1,4.9,18.3,131.9,35.5,81.6,9.4,35.9,7.5,2.0,5.7,0.8,3.8,0.7,2.0,0.3,1.7,0.3,0.6,16.1,11.2,181,7.2,26.9,0.3,4.2,15.0,12.2,,ALK,Mafic,42.0,54.3,10.0,17.0,59.0,1.2,2.8,2.1,147.7,Mafic,49.8,22.3,27.9,6.76,23.0,9.4,0.91,12.9
KL0621 24FT,47.34,0.894,14.99,8.44,0.15,3.39,6.27,1.96,5.47,0.492,0.010,2.43,0.04,10.3,99.70,1122,77.3,6.3,32,<0.1,2,2.7,1.1,0.1,<0.1,<0.01,0.1,<0.5,163,26,11.8,15.4,17,176.4,450.4,4.7,1,3.7,0.6,18.6,3,2.1,3.9,0.3,7.4,5.4,21.4,160.3,42.4,89.6,11.1,47.0,8.3,2.2,6.2,0.8,4.4,0.7,1.9,0.3,1.8,0.3,0.8,16.8,10.7,179,7.5,29.7,0.3,4.2,17.1,11.5,,ALK,Mafic,51.8,57.1,8.2,39.9,26.4,1.8,2.5,1.6,115.6,Al mafic,59.4,23.6,17.0,7.59,29.4,10.6,1.12,8.4
KL0624 20FT,46.40,0.980,16.48,8.21,0.13,3.71,5.80,0.54,6.37,0.554,0.011,2.27,0.04,10.5,99.69,1019,108.4,6.1,34,<0.1,4.5,2,1.2,<0.1,<0.1,<0.01,0.2,<0.5,187,30,9.2,13.8,19,233.2,463.3,7.4,1,11.2,1.8,21.1,4,1.9,5.0,0.3,7.9,6.0,23.2,159.9,48.7,102.5,12.5,53.5,9.2,2.4,6.8,0.9,4.7,0.8,2.2,0.3,2.0,0.3,0.6,16.8,9.7,163,6.9,26.7,0.3,3.9,17.4,11.0,,ALK,Mafic,61.4,63.6,6.3,50.1,7.8,2.6,2.3,1.7,148.5,Al mafic,60.9,21.7,17.4,7.39,32.3,10.3,1.23,9.2
KL1296 128FT,43.52,0.794,11.22,10.35,0.20,8.94,11.72,1.28,1.34,0.401,0.057,2.31,0.02,3.0,92.88,789,109.4,12.8,85,<0.1,3.9,8.5,0.1,<0.1,<0.1,<0.01,<0.1,<0.5,265,70,55.3,38.7,39,35.3,445.9,2.0,1,0.6,0.1,13.3,2,1.2,2.2,0.1,4.6,2.4,22.9,87.9,35.5,75.3,9.6,40.3,7.8,2.0,6.4,0.9,4.4,0.8,2.1,0.3,2.0,0.3,0.7,14.1,7.8,111,3.8,36.6,0.1,2.3,12.5,16.1,,ALK,Mafic,44.2,58.4,13.0,9.3,48.9,0.9,2.3,0.9,207.2,Mg mafic,37.9,24.0,38.1,9.31,22.0,13.0,0.99,22.2
KL1801 32FT,48.00,0.799,12.49,8.47,0.13,6.76,7.33,3.32,4.06,0.536,0.040,1.43,<0.02,7.5,99.45,1666,87.5,3.1,63,<0.1,<0.5,2,0.4,<0.1,<0.1,<0.01,1,<0.5,168,79,64.6,30.8,21,142.8,1207.5,21.4,1,<0.5,0.6,16.3,4,2.4,3.5,0.3,7.5,5.0,20.3,139.9,40.8,93.9,10.7,44.3,8.4,2.2,6.6,0.9,4.4,0.7,2.0,0.3,1.9,0.3,0.6,15.6,11.2,175,6.9,28.0,0.2,4.0,15.7,12.6,,ALK,Mafic,41.8,57.4,10.7,27.6,45.0,1.2,1.4,0.7,153.6,Mg mafic,46.3,22.0,31.7,7.62,24.5,10.6,1.00,16.8
KL2056 25FT,47.68,1.036,14.64,10.49,0.16,4.64,6.99,3.96,3.99,0.506,0.006,0.89,0.03,5.3,99.43,1974,121.9,5.2,74,<0.1,0.6,23.2,0.6,<0.1,<0.1,<0.01,<0.1,<0.5,270,25,16.6,27.3,28,72.7,997.3,3.5,1,4.9,0.3,18.1,1,7.7,4.6,0.2,8.7,4.9,27.4,153.5,50.4,114.1,13.8,57.8,10.6,2.7,7.9,1.1,5.1,0.9,2.5,0.4,2.5,0.4,0.6,14.1,10.5,148,5.6,31.3,0.2,3.5,14.6,14.9,,ALK,Mafic,44.1,56.2,11.0,26.7,49.8,1.3,0.9,3.3,201.1,Mafic,52.5,26.4,21.1,9.44,28.7,13.1,1.30,11.5
KL2310 58FT,43.86,0.943,12.20,9.80,0.20,6.74,7.96,3.57,1.16,0.358,0.029,3.12,0.07,12.9,99.75,125,43.0,1.4,61,<0.1,<0.5,2.8,0.3,<0.1,<0.1,<0.01,<0.1,<0.5,215,64,50.9,28.9,21,44.8,195.5,2.0,<1,7.5,0.3,16.8,1,1.2,3.0,0.2,4.4,3.7,21.1,98.9,22.7,49.3,6.2,26.8,6.2,1.8,5.7,0.8,4.1,0.7,2.0,0.3,1.8,0.3,0.5,12.9,8.1,105,4.7,26.7,0.2,2.5,9.1,10.0,,ALK,Mafic,40.7,57.3,11.5,9.1,75.5,1.1,3.2,2.2,105.4,Mg mafic,44.2,24.9,30.9,8.82,23.9,12.3,1.18,16.7
MON162,47.11,0.752,13.42,9.18,0.15,8.17,7.28,3.11,1.44,0.494,0.049,1.31,0.05,8.5,99.62,714,69.9,10.8,81,0.5,<0.5,1,<0.1,3.4,0.2,<0.01,<0.1,<0.5,194,89,73.8,37.6,25,16.1,464.0,0.4,<1,0.7,1.5,15.6,1,1.3,3.0,0.2,4.6,4.9,19.1,108.5,33.0,78.7,9.5,38.5,7.4,1.9,5.3,0.8,3.7,0.6,1.9,0.3,1.8,0.2,0.8,17.8,8.1,144,5.7,22.1,0.3,2.6,13.5,7.9,,ALK,Mafic,48.1,61.2,10.4,12.2,68.4,1.3,1.4,3.7,161.7,Mg mafic,44.6,21.1,34.3,8.26,26.3,11.5,0.94,20.3
TI0428,52.83,0.753,13.60,8.66,0.17,7.30,9.01,3.34,1.91,0.297,0.054,0.03,0.10,1.7,99.66,757,9.7,2.4,28,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,200,59,25.1,32.0,25,35.0,569.3,0.2,<1,<0.5,<0.1,16.3,<1,1.5,2.8,0.2,6.3,4.2,19.2,107.2,34.1,79.4,9.5,39.1,7.2,2.1,5.7,0.8,3.9,0.7,1.8,0.3,1.6,0.3,0.8,18.1,7.9,142,5.6,25.5,0.2,3.8,14.9,12.6,,ALK,Mafic,42.7,54.9,12.4,13.4,63.6,1.1,0.1,76.9,40.1,Mg mafic,47.2,20.8,32.0,7.79,26.7,10.8,0.94,18.1
TI3573,43.18,0.804,8.95,9.49,0.30,11.80,14.18,1.67,0.12,1.189,0.119,1.30,<0.02,7.8,99.66,92,12.5,6.9,63,<0.1,1.1,0.5,<0.1,0.4,0.3,0.01,<0.1,<0.5,150,213,116.4,46.9,28,3.1,265.2,<0.1,3,<0.5,<0.1,11.2,1,1.3,4.8,0.6,14.2,6.8,21.7,159.7,71.8,165.2,19.4,75.7,13.6,3.6,10.0,1.2,4.8,0.7,1.9,0.3,1.6,0.2,0.7,11.1,17.8,199,7.4,23.5,0.3,9.2,33.2,17.5,,ALK,Mafic,42.9,56.2,15.9,0.8,93.3,0.6,1.3,0.8,82.4,Mg mafic,29.4,21.6,49.0,8.54,17.6,11.9,1.01,29.3
74F1217,48.05,0.962,12.12,11.20,0.27,7.96,11.09,3.31,0.71,0.677,0.055,0.12,0.23,3.1,99.51,212,29.7,1045.1,332,0.2,0.6,<0.5,<0.1,0.2,8.4,<0.01,<0.1,<0.5,283,69,51.4,40.6,33,15.3,518.5,0.1,2,<0.5,0.3,21.6,3,2.0,3.8,0.3,5.3,4.7,24.6,130.6,30.8,73.4,9.4,40.3,8.6,2.3,7.2,1.0,4.9,0.9,2.5,0.4,2.3,0.4,1.3,12.6,10.8,136,5.3,27.8,0.2,2.3,9.4,9.5,,ALK,Mafic,37.6,55.3,14.4,4.7,82.3,0.8,0.4,65.7,1406.8,Mg mafic,40.5,25.9,33.6,10.08,23.8,14.0,1.20,19.7
83J0226,50.39,0.888,10.56,9.83,0.15,11.42,7.71,2.67,2.64,0.358,0.106,0.23,<0.02,2.8,99.58,565,48.5,6.6,55,<0.1,2.2,3.2,0.1,<0.1,<0.1,<0.01,0.2,<0.5,205,196,120.3,46.3,29,84.5,543.6,6.3,1,0.6,<0.1,15.3,2,1.3,3.6,0.2,4.6,4.0,19.4,118.9,23.9,59.2,7.2,31.4,7.2,2.0,6.1,0.8,4.0,0.7,1.9,0.3,1.7,0.2,0.7,11.9,11.3,134,6.1,29.7,0.2,2.8,10.3,9.6,,ALK,Mafic,57.5,66.1,10.4,20.3,50.3,1.0,0.3,8.0,110.1,Mg mafic,33.2,21.5,45.4,8.85,20.7,12.3,1.11,28.3
83J0231,53.95,0.943,13.24,8.59,0.15,7.28,6.43,2.58,3.04,0.416,0.044,0.22,<0.02,2.9,99.59,711,82.5,10.7,109,<0.1,0.9,0.6,<0.1,<0.1,0.1,<0.01,0.2,<0.5,184,70,57.3,28.9,21,78.4,623.4,3.7,1,1.4,0.8,18.7,2,1.7,4.5,0.3,5.9,5.4,21.1,160.8,35.6,84.3,9.8,41.4,8.3,2.2,6.8,0.9,4.4,0.8,2.1,0.3,1.7,0.3,0.8,14.0,12.1,171,7.6,29.8,0.3,3.4,14.8,9.2,,ALK,Mafic,53.4,62.5,9.0,25.2,45.9,1.5,0.2,8.3,202.2,Mg mafic,46.4,21.3,32.3,7.73,26.0,10.8,1.18,18.1
83J0244,51.23,0.898,12.98,8.48,0.14,7.11,5.82,2.14,3.67,0.419,0.037,1.04,<0.02,6.7,99.58,1128,58.2,3.8,86,<0.1,1.1,2.5,<0.1,<0.1,<0.1,<0.01,0.3,<0.5,193,42,43.0,31.2,21,125.9,452.2,6.5,2,1.0,1.6,17.6,2,1.8,4.1,0.3,5.3,5.8,21.9,152.5,28.8,68.7,8.5,35.0,6.9,1.7,5.5,0.8,4.1,0.8,2.2,0.3,1.9,0.3,1.0,14.5,11.7,170,7.0,26.3,0.3,2.7,10.7,7.7,,ALK,Mafic,57.5,64.9,8.0,31.6,36.8,1.6,1.1,1.9,148.0,Mg mafic,46.4,21.4,32.2,7.63,25.5,10.6,1.12,17.6
83J0249,51.22,0.856,11.34,8.87,0.15,9.18,7.60,2.74,3.33,0.366,0.082,0.54,<0.02,3.8,99.55,1020,56.2,3.0,67,<0.1,0.6,3.3,0.1,<0.1,<0.1,<0.01,0.6,<0.5,198,110,81.8,40.7,24,116.5,616.3,9.4,1,0.6,<0.1,15.8,1,1.6,3.7,0.3,4.8,4.2,19.1,128.7,28.7,69.5,8.8,36.4,7.1,1.9,5.7,0.8,3.7,0.6,1.7,0.3,1.4,0.2,1.0,13.2,11.3,150,6.7,30.6,0.2,3.4,14.6,9.6,,ALK,Mafic,54.7,62.4,10.3,24.4,45.1,1.1,0.6,3.6,126.2,Mg mafic,38.9,21.3,39.8,7.98,22.2,11.1,1.07,22.8
83J0182,52.93,0.837,12.98,8.93,0.15,8.33,7.21,3.51,2.60,0.366,0.078,0.04,<0.02,1.6,99.55,1025,37.7,2.6,48,<0.1,1.1,0.8,<0.1,<0.1,<0.1,<0.01,0.3,<0.5,181,123,57.1,38.3,24,88.9,715.7,3.3,1,0.6,0.4,16.1,1,0.9,3.8,0.3,4.4,5.2,21.1,137.8,31.9,71.6,9.0,37.0,7.0,1.8,5.4,0.8,4.1,0.7,2.0,0.3,1.9,0.3,0.7,15.5,10.6,165,6.5,26.5,0.2,2.4,12.2,7.1,,ALK,Mafic,50.5,60.4,10.7,19.5,57.4,1.2,0.1,33.3,88.3,Mg mafic,43.6,21.0,35.4,8.04,25.5,11.2,1.05,20.7
83J0198,51.51,0.926,11.90,9.65,0.15,9.77,7.06,3.28,2.23,0.366,0.078,0.17,<0.02,2.6,99.53,825,76.5,2.2,73,0.1,1,3.6,<0.1,<0.1,<0.1,<0.01,0.1,<0.5,202,162,103.9,42.8,25,71.4,713.2,2.6,1,<0.5,<0.1,16.7,2,1.1,3.7,0.3,4.4,4.4,20.9,125.1,24.9,59.1,7.5,30.7,6.7,1.8,5.4,0.8,3.9,0.7,1.9,0.3,1.8,0.3,0.8,12.9,10.5,135,6.0,28.4,0.2,2.5,10.2,8.4,,ALK,Mafic,53.7,64.1,10.3,17.7,59.5,1.2,0.2,10.5,151.7,Mg mafic,38.4,21.8,39.9,8.68,23.3,12.1,1.16,24.2
73S1095,46.90,0.985,9.92,11.53,0.17,13.95,9.89,2.00,0.34,0.254,0.121,0.05,<0.02,3.5,99.61,88,52.8,8.0,37,<0.1,<0.5,4.5,0.2,<0.1,<0.1,<0.01,<0.1,<0.5,273,219,102.0,45.8,36,3.0,240.8,0.1,<1,<0.5,<0.1,14.1,1,0.7,2.9,0.2,3.9,4.6,17.8,93.0,32.0,80.0,10.1,42.9,8.2,1.8,5.3,0.8,3.6,0.6,1.9,0.3,1.8,0.3,0.8,10.1,9.4,94,5.2,20.2,0.3,2.2,13.0,7.1,,ALK,Mafic,54.6,67.2,11.9,2.8,85.5,0.8,0.1,28.6,97.8,Mg mafic,27.9,22.5,49.6,10.37,19.5,14.4,1.23,34.6
76J0799,52.11,0.680,15.04,8.34,0.13,7.08,10.31,3.32,0.93,0.282,0.049,0.04,0.04,1.4,99.66,291,60.1,2.9,26,<0.1,1.1,<0.5,<0.1,0.1,<0.1,<0.01,0.2,<0.5,180,111,33.1,31.5,25,39.7,772.3,2.9,<1,<0.5,0.4,17.3,1,0.8,2.5,0.2,4.1,2.9,13.9,94.6,29.0,71.7,9.3,39.3,6.7,1.7,4.3,0.5,2.7,0.5,1.3,0.2,1.3,0.2,0.6,22.1,6.3,139,6.8,32.6,0.2,3.2,16.3,11.9,,ALK,Mafic,37.0,51.6,13.6,6.4,78.1,1.1,0.1,50.0,89.0,Mg mafic,50.5,19.4,30.1,7.50,29.5,10.4,0.85,17.6
76J0134,50.82,0.635,11.46,8.85,0.16,10.36,7.84,3.09,1.35,0.457,0.109,0.39,<0.02,4.4,99.50,988,51.0,2.8,56,<0.1,<0.5,<0.5,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,168,214,142.1,41.8,23,20.5,779.1,0.9,1,<0.5,<0.1,15.0,2,2.1,4.1,0.3,7.6,5.6,18.4,147.5,46.3,100.4,12.2,49.5,8.9,2.3,6.3,0.8,3.8,0.6,1.6,0.3,1.5,0.2,1.0,18.0,12.9,232,8.0,26.3,0.3,5.0,22.0,11.4,,ALK,Mafic,51.7,62.6,10.9,11.0,69.6,1.0,0.4,4.9,109.8,Mg mafic,37.4,19.8,42.8,7.96,22.5,11.1,0.79,25.7
76J0875,51.71,0.793,11.32,8.11,0.14,11.22,6.78,3.22,2.52,0.816,0.098,0.04,<0.02,2.8,99.55,515,6.4,1.3,92,<0.1,2.6,0.7,<0.1,<0.1,<0.1,<0.01,0.4,<0.5,152,122,68.4,37.2,23,62.6,439.5,3.2,2,<0.5,<0.1,14.9,2,2.3,6.2,0.3,10.9,6.7,26.7,231.9,80.1,178.4,22.3,90.8,16.8,4.1,11.9,1.5,5.9,0.9,2.0,0.3,1.6,0.2,0.8,14.3,20.5,292,8.7,34.6,0.3,6.9,36.1,13.6,,ALK,Mafic,57.9,64.9,10.0,20.1,56.1,1.1,0.1,33.3,99.7,Mg mafic,36.3,18.2,45.5,7.30,22.2,10.2,0.99,27.8
76J0878,49.25,0.959,14.59,11.80,0.21,8.24,4.49,4.81,0.70,0.635,0.013,0.02,0.07,3.8,99.53,343,25.3,327.4,733,<0.1,1.2,0.7,<0.1,<0.1,1.5,<0.01,<0.1,<0.5,214,33,27.4,15.8,28,13.1,409.7,1.8,2,<0.5,0.1,18.7,2,2.0,4.7,0.4,7.9,6.7,28.8,154.4,42.3,101.5,12.9,57.3,11.1,2.9,9.1,1.2,5.6,1.0,2.6,0.4,2.3,0.4,0.8,15.2,10.6,161,5.4,23.0,0.2,3.5,13.4,9.9,,ALK,Mafic,49.0,66.9,9.3,7.0,87.3,1.6,0.1,77.8,1085.7,Mg mafic,44.0,24.6,31.4,10.62,28.6,14.8,1.20,20.4
85J0262,52.71,0.766,13.22,8.97,0.16,5.71,6.59,5.93,1.46,0.586,0.030,0.47,0.18,3.5,99.62,460,48.1,3.9,56,<0.1,<0.5,<0.5,<0.1,0.1,<0.1,<0.01,0.4,<0.5,179,67,40.2,30.9,24,68.2,902.8,3.3,1,<0.5,0.1,16.5,1,1.9,4.6,0.3,9.2,5.9,24.1,156.4,50.7,112.8,13.9,56.6,10.0,2.5,7.4,1.0,4.5,0.8,2.1,0.3,2.0,0.3,0.6,17.3,11.8,204,6.5,26.5,0.2,4.5,17.9,13.1,,ALK,Mafic,36.4,52.1,12.5,10.4,80.2,1.1,0.7,27.7,108.0,Mafic,49.6,23.3,27.1,8.07,25.9,11.2,0.96,14.2
85J0390,46.93,0.707,13.65,9.52,0.18,7.19,8.32,4.89,1.19,0.755,0.038,1.09,<0.02,6.3,99.66,525,67.2,3.4,82,<0.1,<0.5,0.7,<0.1,<0.1,<0.1,<0.01,0.3,<0.5,206,47,36.2,37.7,22,54.2,184.0,2.3,2,<0.5,<0.1,16.2,2,3.0,4.6,0.3,13.7,5.3,24.4,167.0,65.1,140.5,17.1,69.3,12.9,3.1,9.3,1.1,4.8,0.8,2.1,0.3,1.8,0.3,1.5,19.3,12.2,236,6.8,31.5,0.2,7.5,25.7,21.7,,ALK,Mafic,38.8,54.4,13.2,8.3,80.4,1.0,1.1,1.8,152.6,Mg mafic,46.6,22.3,31.1,8.57,26.8,11.9,0.89,17.8
85J0157,47.96,0.556,10.64,7.89,0.13,5.47,10.83,2.90,2.97,0.306,0.072,2.22,0.07,10.0,99.75,401,32.6,6.5,91,<0.1,<0.5,<0.5,<0.1,0.2,<0.1,<0.01,0.5,<0.5,171,113,106.9,30.3,27,83.3,184.1,6.3,1,<0.5,0.5,13.8,3,1.4,2.9,0.2,4.2,3.5,18.6,102.2,28.1,62.6,7.8,33.5,7.0,1.7,5.8,0.8,3.8,0.6,1.7,0.2,1.5,0.2,1.4,19.1,9.6,184,5.5,29.2,0.2,2.7,13.2,10.1,,ALK,Mafic,38.1,47.7,13.7,17.8,49.4,0.8,2.3,3.1,130.1,Mg mafic,46.4,23.5,30.1,7.10,20.9,9.9,0.70,13.6
76J0312,36.59,0.532,10.61,12.98,0.17,17.05,6.23,0.03,0.02,0.298,0.140,2.39,1.07,14.8,99.54,344,56.7,4.1,101,<0.1,26.1,2.3,0.2,0.2,0.1,0.01,<0.1,0.6,150,694,675.0,81.9,23,1.0,222.2,0.5,<1,1.4,4.3,12.5,<1,1.3,2.3,0.2,5.0,3.5,18.3,86.8,31.6,68.6,8.5,35.7,6.3,1.5,5.0,0.7,3.4,0.6,1.7,0.3,1.6,0.2,0.9,19.9,8.2,163,4.7,24.8,0.2,3.1,14.0,12.0,,ALK,Mafic,73.2,81.6,6.3,0.3,60.0,1.7,3.5,30.9,161.8,Mg mafic,26.0,21.1,52.9,11.68,20.8,16.3,0.67,42.3
76J0367,50.14,0.665,12.32,5.89,0.12,5.69,7.63,5.27,0.44,0.487,0.053,2.92,0.41,11.0,99.74,199,46.3,3.1,43,<0.1,10,2.7,0.3,0.3,0.1,0.08,<0.1,0.5,112,95,92.2,25.8,17,12.3,389.1,0.5,1,12.1,0.3,15.3,<1,2.3,3.7,0.3,8.1,5.8,16.1,140.2,54.0,112.1,13.6,55.6,9.4,2.2,6.3,0.8,3.4,0.5,1.4,0.2,1.3,0.2,0.8,18.5,11.4,211,8.7,24.2,0.4,6.1,29.1,11.7,,ALK,Mafic,32.2,45.2,12.9,3.3,92.3,1.0,3.3,12.3,92.4,Mg mafic,52.0,17.7,30.4,5.30,24.2,7.4,0.83,14.1
76J0529,46.27,0.614,11.01,7.66,0.14,11.94,10.16,3.49,1.01,0.554,0.108,0.93,<0.02,6.6,99.58,496,3.0,4.1,86,<0.1,1.3,2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,134,295,233.6,40.6,22,26.4,560.2,1.7,<1,<0.5,<0.1,13.3,2,1.6,3.0,0.2,1.9,7.1,19.8,115.2,62.4,124.8,15.4,60.4,10.3,2.5,7.1,0.9,3.9,0.6,1.7,0.3,1.5,0.2,0.7,17.9,10.5,188,5.8,16.2,0.4,1.3,30.2,2.2,,ALK,Mafic,48.7,58.0,13.7,6.9,77.6,0.8,1.0,2.1,93.1,Mg mafic,35.1,16.8,48.1,6.89,21.6,9.6,0.77,29.6
76J0576,52.57,0.760,15.12,9.31,0.16,5.46,4.71,3.78,4.81,0.379,0.029,0.28,<0.02,2.3,99.41,2297,56.0,5.9,70,<0.1,4.8,12.5,0.8,0.1,<0.1,0.02,<0.1,<0.5,221,50,38.6,28.4,27,97.0,961.3,3.0,1,0.7,0.3,17.9,3,2.4,4.1,0.4,8.7,6.3,23.5,145.7,48.5,101.5,12.0,47.9,8.4,2.1,6.3,0.9,4.3,0.8,2.4,0.4,2.3,0.3,1.3,19.9,9.6,192,6.2,23.1,0.3,3.8,15.0,11.6,,ALK,Mafic,54.7,61.9,8.5,36.2,44.0,1.8,0.3,6.7,131.9,Mafic,53.1,22.6,24.3,8.38,29.7,11.7,0.95,13.5
76J0617,31.23,0.812,15.80,14.68,0.28,21.01,4.84,0.05,0.02,0.368,0.227,0.39,<0.02,10.2,99.53,10,4.1,4.2,88,<0.1,1.9,1.2,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,199,445,340.6,80.2,27,0.5,24.9,0.1,1,0.8,0.1,18.4,<1,1.5,4.2,0.4,7.1,5.5,24.9,141.5,42.5,87.5,10.9,43.6,8.1,2.0,6.9,1.0,4.7,0.8,2.3,0.3,1.9,0.3,0.8,19.5,9.0,174,5.7,25.7,0.2,3.8,16.1,10.8,,ALK,Mafic,81.1,87.5,4.9,0.4,71.4,3.2,0.4,4.9,96.3,Mg mafic,30.2,18.9,50.8,13.21,31.0,18.4,1.02,52.1
92J0423,53.41,0.653,11.96,7.45,0.14,8.20,8.66,4.95,0.56,0.370,0.084,0.51,0.27,3.2,99.66,266,61.3,2.7,30,<0.1,1.4,0.6,<0.1,<0.1,<0.1,<0.01,<0.1,<0.5,144,120,57.9,33.8,21,9.7,588.0,0.2,1,<0.5,<0.1,15.7,2,2.1,3.9,0.4,8.3,5.5,21.7,132.6,46.7,99.4,12.0,47.0,8.6,2.1,6.7,0.9,4.2,0.8,2.1,0.3,1.9,0.3,0.6,18.3,11.1,203,6.1,24.1,0.3,4.3,17.4,12.7,,ALK,Mafic,39.2,51.9,13.6,4.0,89.8,0.9,0.8,34.6,94.0,Mg mafic,43.5,18.8,37.7,6.70,23.5,9.3,0.82,20.3
92J0633,49.63,0.661,11.58,8.58,0.16,10.30,9.07,3.03,0.19,0.434,0.110,0.73,<0.02,5.9,99.67,124,17.3,2.0,61,0.1,<0.5,0.8,0.1,<0.1,<0.1,<0.01,<0.1,0.7,191,146,104.9,40.7,30,3.2,465.3,0.1,1,<0.5,<0.1,14.1,2,1.5,2.8,0.2,5.0,3.4,17.9,99.5,28.1,65.6,8.1,32.5,6.8,1.7,5.5,0.7,3.4,0.6,1.8,0.3,1.6,0.3,1.3,17.5,8.6,151,5.6,29.3,0.2,3.1,12.4,12.3,,ALK,Mafic,46.4,59.8,12.1,1.5,94.1,1.0,0.8,2.7,80.3,Mg mafic,38.0,19.3,42.7,7.72,22.7,10.7,0.83,25.6
85J0242,49.40,0.533,4.73,7.40,0.16,11.71,14.98,2.40,1.23,1.210,0.028,1.40,0.03,6.2,99.91,539,110.0,66.0,120,< 0.5,,< 5,< 0.5,< 0.4,,,< 0.1,,132,50,,33.0,49,31.0,519.0,0.9,2,< 1,< 2,7.0,3,1.8,3.5,0.2,9.0,5.0,29.0,131.0,93.5,204.0,29.3,125.0,22.7,5.4,18.0,1.8,7.1,1.0,2.4,0.3,1.4,0.2,,8.9,27.7,246,4.5,26.2,0.2,6.4,47.9,15.1,,ALK,Mafic ,42.7,51.3,17.4,6.6,66.1,0.3,1.4,2.1,296.0,Mg mafic,19.2,20.6,60.2,6.66,9.3,9.3,0.67,29.1
